,report_month,portal_id,product,calendar_days_remaining,day of month,mrr_net_pm_bom,cancel_classified,geography,segment,sub_segment,partner_managed,employee_size,employee_size_value,marketing_health_check,sales_health_check,count_calls_by_owner_l90,count_emails_by_owner_l90_measure,count_of_integrations,renewal_month,subscription_cancel,cancel_dollars,primary_colors,age,edition 
30382,2022-03,14561063,SalesHub,31,1,33.34,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,3,1,0.0,1.0,13.0,1.0,1.0,-33.34,1.0,12.0,Starter
30383,2022-03,14561063,ServiceHub,31,1,33.34,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,3,1,0.0,1.0,13.0,1.0,1.0,-33.34,1.0,12.0,Starter
30384,2022-03,14563438,SalesHub,31,1,613.33,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,0,3,0.0,2.0,9.0,1.0,1.0,-613.33,3.0,12.0,Professional
30385,2022-03,14565020,SalesHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,200.0,2,1,0.0,0.0,0.0,1.0,1.0,-22.4,0.0,12.0,Starter
30386,2022-03,14565020,ServiceHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,200.0,2,1,0.0,0.0,0.0,1.0,1.0,-22.4,0.0,12.0,Starter
30387,2022-03,14566491,SalesHub,23,9,500.0,early_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,0,1,0.0,0.0,0.0,1.0,1.0,-500.0,0.0,12.0,Professional
30388,2022-03,14566711,SalesHub,11,21,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,0,0.0,0.0,11.0,1.0,1.0,-50.0,2.0,2.0,Starter
30389,2022-03,14568974,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,2,0.0,0.0,3.0,1.0,1.0,-50.0,0.0,12.0,Starter
30390,2022-03,14571793,SalesHub,31,1,17.92,prior_cancel,EMEA,EMEA CST,EMEA CST,Yes,26 to 200,50.0,3,1,0.0,4.0,0.0,1.0,1.0,-17.92,1.0,12.0,Starter
30391,2022-03,14571793,ServiceHub,31,1,17.92,prior_cancel,EMEA,EMEA CST,EMEA CST,Yes,26 to 200,50.0,3,1,0.0,4.0,0.0,1.0,1.0,-17.92,0.0,12.0,Starter
30392,2022-03,14573423,SalesHub,31,1,61.33,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,3,2,0.0,0.0,7.0,1.0,0.0,0.0,3.0,12.0,Professional
30393,2022-03,14574233,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,1.0,0,2,0.0,0.0,5.0,1.0,1.0,-50.0,2.0,11.0,Starter
30394,2022-03,19485880,SalesHub,31,1,275.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,2,0.0,11.0,14.0,1.0,0.0,0.0,5.0,12.0,Professional
30395,2022-03,19488773,SalesHub,31,1,328.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,0,2,0.0,0.0,3.0,1.0,1.0,-328.0,2.0,12.0,Professional
30396,2022-03,19493141,SalesHub,31,1,450.0,prior_cancel,NAM,NAM CST,CST,No,201 or Above,551.0,0,3,0.0,0.0,3.0,1.0,0.0,0.0,3.0,12.0,Professional
30397,2022-03,19502814,SalesHub,17,15,17.92,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,2,1,1.0,3.0,2.0,1.0,1.0,-17.92,2.0,12.0,Starter
30398,2022-03,19502814,ServiceHub,17,15,17.92,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,2,1,1.0,3.0,2.0,1.0,1.0,-17.92,0.0,12.0,Starter
30399,2022-03,19503731,SalesHub,30,2,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,2,0.0,0.0,3.0,1.0,1.0,-50.0,0.0,12.0,Starter
30400,2022-03,19507284,SalesHub,31,1,50.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,25.0,0,2,0.0,0.0,2.0,1.0,1.0,-50.0,1.0,12.0,Starter
30401,2022-03,19509216,SalesHub,30,2,28.95,early_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,1.0,0,2,0.0,0.0,4.0,1.0,1.0,-28.95,0.0,9.0,Starter
30402,2022-03,19511796,SalesHub,11,21,45.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,1,0.0,0.0,3.0,1.0,1.0,-45.0,0.0,12.0,Starter
30403,2022-03,19512180,SalesHub,23,9,135.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,2,0.0,0.0,4.0,1.0,0.0,0.0,2.0,12.0,Starter
30404,2022-03,19513128,SalesHub,31,1,480.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,0,1,0.0,4.0,4.0,1.0,1.0,-480.0,0.0,12.0,Professional
30405,2022-03,19514448,SalesHub,31,1,800.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,4,2,1.0,3.0,19.0,1.0,0.0,0.0,5.0,12.0,Professional
30406,2022-03,19514931,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,4,1,0.0,0.0,8.0,1.0,1.0,-50.0,3.0,12.0,Professional
30407,2022-03,19514946,SalesHub,31,1,45.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,0,1,0.0,0.0,2.0,1.0,1.0,-45.0,0.0,12.0,Starter
30408,2022-03,19515833,SalesHub,16,16,200.0,early_cancel,NAM,NAM CST,CST,Yes,26 to 200,50.0,4,2,0.0,0.0,6.0,1.0,1.0,-200.0,2.0,5.0,Professional
30409,2022-03,19518983,SalesHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,200.0,2,1,0.0,1.0,3.0,1.0,0.0,0.0,0.0,12.0,Starter
30410,2022-03,19523658,SalesHub,17,15,450.0,early_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,0,1,0.0,2.0,8.0,1.0,1.0,-450.0,2.0,12.0,Professional
30411,2022-03,19529279,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,0,1,0.0,0.0,1.0,1.0,1.0,-50.0,0.0,12.0,Starter
30412,2022-03,19538404,SalesHub,31,1,768.0,prior_cancel,NAM,SMB,POLMONARI,No,26 to 200,200.0,4,1,3.0,3.0,14.0,1.0,1.0,-768.0,3.0,12.0,Enterprise
30413,2022-03,19538436,SalesHub,31,1,300.0,prior_cancel,NAM,CORE CC AMER,LOVETT-GRIFFIN,No,1 to 25,10.0,0,1,0.0,0.0,10.0,1.0,0.0,0.0,0.0,12.0,Professional
30414,2022-03,19538468,SalesHub,31,1,50.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,26 to 200,50.0,0,1,0.0,0.0,4.0,1.0,1.0,-50.0,0.0,12.0,Professional
30415,2022-03,19538518,SalesHub,31,1,490.664,prior_cancel,EMEA,FRANCE,LAUTH,No,26 to 200,50.0,0,1,0.0,0.0,5.0,1.0,1.0,-490.664,0.0,11.0,Professional
30416,2022-03,19539201,SalesHub,14,18,42.93,early_cancel,EMEA,EMEA CST,EMEA CST,No,201 or Above,1000.0,3,1,0.0,1.0,12.0,1.0,1.0,-42.93,1.0,10.0,Starter
30417,2022-03,19539696,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,0,1,0.0,0.0,2.0,1.0,1.0,-50.0,0.0,11.0,Starter
30418,2022-03,19542283,SalesHub,29,3,67.2,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,2,0.0,0.0,3.0,1.0,1.0,-67.2,2.0,12.0,Starter
30419,2022-03,19542694,SalesHub,31,1,217.14,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,0,1,0.0,0.0,4.0,1.0,1.0,-217.14,1.0,11.0,Starter
30420,2022-03,19548855,SalesHub,31,1,350.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,0,1,0.0,0.0,3.0,1.0,1.0,-350.0,0.0,12.0,Professional
30421,2022-03,19551919,SalesHub,31,1,61.33,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,3,1,0.0,0.0,9.0,1.0,1.0,-61.33,0.0,12.0,Professional
30422,2022-03,19553376,SalesHub,22,10,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,1.0,0,0,0.0,0.0,11.0,1.0,1.0,-50.0,2.0,2.0,Starter
30423,2022-03,19553982,SalesHub,4,28,490.67,late_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,0,1,0.0,0.0,9.0,1.0,1.0,-490.67,3.0,12.0,Professional
30424,2022-03,19555711,SalesHub,31,1,33.34,prior_cancel,APAC,JAPAC CST,APAC CST,No,26 to 200,200.0,2,1,0.0,0.0,2.0,1.0,1.0,-33.34,0.0,12.0,Starter
30425,2022-03,19555711,ServiceHub,31,1,25.0,prior_cancel,APAC,JAPAC CST,APAC CST,No,26 to 200,200.0,2,1,0.0,0.0,2.0,1.0,1.0,-25.0,0.0,12.0,Starter
30426,2022-03,19557225,SalesHub,31,1,61.33,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,1,0.0,0.0,4.0,1.0,1.0,-61.33,0.0,12.0,Professional
30427,2022-03,19558792,SalesHub,31,1,441.6,prior_cancel,EMEA,EMEA CST,EMEA CST,No,Undefined,,0,1,0.0,0.0,5.0,1.0,1.0,-441.6,2.0,12.0,Professional
30428,2022-03,19559831,SalesHub,22,10,50.0,early_cancel,NAM,NAM CST,CST,No,Undefined,,0,3,0.0,0.0,1.0,1.0,1.0,-50.0,1.0,12.0,Starter
30429,2022-03,19563577,SalesHub,31,1,50.0,prior_cancel,APAC,JAPAC CST,APAC CST,No,26 to 200,200.0,0,1,0.0,0.0,0.0,1.0,1.0,-50.0,0.0,12.0,Starter
30430,2022-03,19565531,SalesHub,31,1,1548.8,prior_cancel,EMEA,UKI MM/CORP,CARROLL,No,201 or Above,500.0,0,2,0.0,9.0,2.0,1.0,0.0,0.0,2.0,12.0,Professional
30431,2022-03,19567457,SalesHub,31,1,500.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,1,0.0,1.0,1.0,1.0,1.0,-500.0,0.0,12.0,Professional
30432,2022-03,19569651,SalesHub,24,8,265.0,early_cancel,NAM,NAM CST,CST,Yes,26 to 200,50.0,4,1,0.0,0.0,14.0,1.0,1.0,-265.0,3.0,2.0,Professional
30433,2022-03,19569651,ServiceHub,24,8,212.0,early_cancel,NAM,NAM CST,CST,Yes,26 to 200,50.0,4,1,0.0,0.0,14.0,1.0,1.0,-212.0,0.0,2.0,Professional
30434,2022-03,19575488,SalesHub,31,1,480.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,1.0,4.0,8.0,1.0,0.0,0.0,4.0,12.0,Professional
30435,2022-03,19579879,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,1.0,0,0,0.0,0.0,4.0,1.0,1.0,-50.0,0.0,1.0,Starter
30436,2022-03,19586293,SalesHub,17,15,72.38,early_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,0,1,0.0,0.0,8.0,1.0,1.0,-72.38,1.0,12.0,Starter
30437,2022-03,19588222,SalesHub,31,1,45.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,1,0.0,0.0,5.0,1.0,1.0,-45.0,1.0,12.0,Starter
30438,2022-03,19600815,SalesHub,31,1,68.57,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,1.0,0,1,0.0,0.0,0.0,1.0,1.0,-68.57,0.0,12.0,Professional
30439,2022-03,19601427,SalesHub,7,25,617.14,late_cancel,APAC,APAC CC,SYD SP,No,1 to 25,10.0,4,2,0.0,8.0,11.0,1.0,1.0,-617.14,3.0,12.0,Professional
30440,2022-03,19601782,SalesHub,31,1,45.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,1,0.0,0.0,0.0,1.0,1.0,-45.0,0.0,12.0,Starter
30441,2022-03,19606114,SalesHub,31,1,67.2,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,0,0.0,0.0,4.0,1.0,1.0,-67.2,2.0,6.0,Starter
30442,2022-03,19612263,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,2.0,1.0,8.0,1.0,1.0,-50.0,0.0,4.0,Starter
30443,2022-03,19612576,SalesHub,31,1,50.0,prior_cancel,NAM,SMB,RUSSELL,No,1 to 25,10.0,4,1,1.0,1.0,10.0,1.0,1.0,-50.0,2.0,10.0,Starter
30444,2022-03,19614474,SalesHub,3,29,375.0,late_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,0,1,0.0,3.0,6.0,1.0,0.0,0.0,3.0,12.0,Professional
30445,2022-03,19614993,SalesHub,31,1,300.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,0.0,2.0,4.0,1.0,1.0,-300.0,2.0,12.0,Professional
30446,2022-03,19620489,SalesHub,1,31,363.64,late_cancel,NAM,CORE CC AMER,LOVETT-GRIFFIN,No,1 to 25,25.0,2,1,6.0,8.0,10.0,1.0,1.0,-363.64,2.0,11.0,Professional
30447,2022-03,19623107,SalesHub,21,11,250.0,early_cancel,LATAM,LATAM CST,LATAM CST,No,1 to 25,5.0,0,2,0.0,1.0,7.0,0.0,1.0,-250.0,3.0,6.0,Professional
30448,2022-03,19623107,ServiceHub,21,11,25.0,early_cancel,LATAM,LATAM CST,LATAM CST,No,1 to 25,5.0,0,2,0.0,1.0,7.0,1.0,1.0,-25.0,1.0,3.0,Starter
30449,2022-03,19645789,SalesHub,31,1,61.33,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,1.0,0,1,0.0,0.0,3.0,1.0,1.0,-61.33,0.0,11.0,Starter
30450,2022-03,19648559,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,2,0.0,0.0,4.0,1.0,1.0,-50.0,1.0,11.0,Starter
30451,2022-03,19655093,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,201 or Above,1000.0,0,3,0.0,0.0,2.0,1.0,1.0,-50.0,1.0,11.0,Starter
30452,2022-03,19884715,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,0,1,0.0,0.0,2.0,1.0,1.0,-50.0,0.0,11.0,Starter
30453,2022-03,19900178,SalesHub,31,1,50.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,0,1,0.0,0.0,1.0,1.0,1.0,-50.0,0.0,11.0,Starter
30454,2022-03,19901440,SalesHub,31,1,25.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,1 to 25,10.0,0,1,0.0,0.0,6.0,1.0,1.0,-25.0,2.0,11.0,Starter
30455,2022-03,19905180,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,0.0,0.0,2.0,1.0,1.0,-50.0,0.0,10.0,Starter
30456,2022-03,19928033,SalesHub,23,9,400.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,4,2,0.0,3.0,9.0,1.0,1.0,-400.0,4.0,7.0,Professional
30457,2022-03,19936775,SalesHub,31,1,50.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,3,0.0,0.0,2.0,1.0,1.0,-50.0,1.0,8.0,Starter
30458,2022-03,19953726,SalesHub,31,1,20.0,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,0,1,0.0,0.0,1.0,1.0,1.0,-20.0,0.0,7.0,Starter
30459,2022-03,19963027,SalesHub,12,20,20.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,0,2,0.0,0.0,5.0,1.0,1.0,-20.0,0.0,4.0,Starter
30460,2022-03,19964630,SalesHub,28,4,50.0,early_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,0,4,0.0,4.0,9.0,1.0,0.0,0.0,2.0,7.0,Starter
30461,2022-03,19986623,SalesHub,31,1,72.38,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,0,1,0.0,0.0,0.0,1.0,1.0,-72.38,0.0,10.0,Starter
30462,2022-03,19990772,SalesHub,31,1,325.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,1,0.0,0.0,7.0,1.0,1.0,-325.0,3.0,3.0,Professional
30463,2022-03,19991153,SalesHub,23,9,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,1.0,0,2,0.0,0.0,4.0,1.0,1.0,-50.0,3.0,10.0,Starter
30464,2022-03,19991780,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,0,2,0.0,0.0,0.0,1.0,1.0,-50.0,0.0,4.0,Starter
30465,2022-03,19992206,SalesHub,31,1,40.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,0,1,0.0,0.0,1.0,1.0,1.0,-40.0,0.0,10.0,Starter
30466,2022-03,20005437,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,1,0.0,0.0,0.0,1.0,1.0,-50.0,0.0,10.0,Starter
30467,2022-03,20012189,SalesHub,20,12,67.2,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,3,0.0,0.0,4.0,1.0,0.0,0.0,2.0,10.0,Starter
30468,2022-03,20056916,SalesHub,22,10,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,1,0.0,0.0,4.0,1.0,1.0,-50.0,0.0,10.0,Starter
30469,2022-03,20106960,SalesHub,24,8,108.57,early_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,0,3,0.0,0.0,6.0,1.0,1.0,-108.57,1.0,8.0,Starter
30470,2022-03,20109872,SalesHub,31,1,1140.0,prior_cancel,LATAM,LATAM,LATAM DIRECT BRAVO,No,1 to 25,10.0,0,2,0.0,19.0,4.0,1.0,0.0,0.0,4.0,9.0,Professional
30471,2022-03,20115696,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,0.0,2.0,6.0,1.0,1.0,-50.0,1.0,9.0,Starter
30472,2022-03,20117509,SalesHub,23,9,20.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,1.0,0,2,0.0,0.0,5.0,1.0,1.0,-20.0,1.0,9.0,Starter
30473,2022-03,20138123,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,0,1,0.0,0.0,0.0,1.0,1.0,-50.0,0.0,9.0,Starter
30474,2022-03,20138393,SalesHub,31,1,100.0,prior_cancel,NAM,NAM CST,CST,No,201 or Above,1000.0,0,2,0.0,0.0,4.0,1.0,1.0,-100.0,1.0,9.0,Starter
30475,2022-03,20151238,SalesHub,31,1,50.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,1,0.0,0.0,4.0,1.0,1.0,-50.0,1.0,9.0,Starter
30476,2022-03,20163826,SalesHub,4,28,26.88,late_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,0,0,0.0,0.0,3.0,1.0,1.0,-26.88,2.0,2.0,Starter
30477,2022-03,20165441,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,0.0,0.0,2.0,1.0,1.0,-50.0,2.0,9.0,Starter
30478,2022-03,20173933,SalesHub,8,24,50.0,late_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,2,0.0,0.0,5.0,0.0,1.0,-50.0,1.0,6.0,Professional
30479,2022-03,20176666,SalesHub,31,1,50.0,prior_cancel,APAC,JAPAC CST,APAC CST,No,201 or Above,500.0,0,3,0.0,0.0,6.0,1.0,1.0,-50.0,0.0,9.0,Starter
30480,2022-03,20181113,SalesHub,24,8,480.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,3,1.0,1.0,8.0,1.0,1.0,-480.0,3.0,9.0,Professional
30481,2022-03,20197220,SalesHub,31,1,150.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,25.0,0,1,0.0,6.0,7.0,1.0,1.0,-150.0,3.0,9.0,Starter
30482,2022-03,20244103,SalesHub,31,1,320.0,prior_cancel,NAM,NAM CST,CST,Yes,26 to 200,50.0,0,3,0.0,0.0,2.0,1.0,1.0,-320.0,4.0,9.0,Professional
30483,2022-03,20252708,SalesHub,9,23,28.95,late_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,0,2,0.0,0.0,5.0,1.0,1.0,-28.95,2.0,8.0,Starter
30484,2022-03,20252911,SalesHub,16,16,72.38,early_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,0,1,0.0,0.0,1.0,1.0,1.0,-72.38,1.0,7.0,Starter
30485,2022-03,20256789,SalesHub,18,14,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,0,2,0.0,0.0,0.0,1.0,1.0,-50.0,0.0,4.0,Starter
30486,2022-03,20316157,SalesHub,22,10,1318.1,early_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,0,2,0.0,1.0,3.0,0.0,1.0,-1318.1,1.0,9.0,Enterprise
30487,2022-03,20327163,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,1,0.0,0.0,2.0,1.0,1.0,-50.0,0.0,7.0,Starter
30488,2022-03,20331845,SalesHub,16,16,25.0,early_cancel,LATAM,LATAM CST,LATAM CST,No,1 to 25,5.0,0,2,0.0,0.0,15.0,1.0,1.0,-25.0,2.0,7.0,Starter
30489,2022-03,20400408,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,0,1,0.0,0.0,8.0,1.0,1.0,-50.0,1.0,8.0,Starter
30490,2022-03,20414972,SalesHub,14,18,1080.0,early_cancel,LATAM,LATAM,LATAM DIRECT NIGRINIS,No,1 to 25,25.0,0,2,0.0,0.0,1.0,0.0,1.0,-1080.0,0.0,3.0,Enterprise
30491,2022-03,20414972,ServiceHub,14,18,300.0,early_cancel,LATAM,LATAM,LATAM DIRECT NIGRINIS,No,1 to 25,25.0,0,2,0.0,0.0,1.0,0.0,1.0,-300.0,0.0,3.0,Professional
30492,2022-03,20430715,SalesHub,31,1,40.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,0,1,0.0,0.0,0.0,1.0,1.0,-40.0,0.0,8.0,Starter
30493,2022-03,20431692,SalesHub,31,1,400.0,prior_cancel,NAM,NAM CST,CST,Yes,Undefined,,0,2,0.0,0.0,4.0,0.0,1.0,-400.0,0.0,8.0,Professional
30494,2022-03,20436120,SalesHub,24,8,617.14,early_cancel,APAC,JAPAC CST,APAC CST,No,201 or Above,500.0,0,2,0.0,0.0,6.0,1.0,1.0,-617.14,2.0,8.0,Professional
30495,2022-03,20438091,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,0.0,0.0,7.0,1.0,1.0,-50.0,0.0,8.0,Starter
30496,2022-03,20448152,SalesHub,31,1,20.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,1.0,0,1,0.0,0.0,2.0,1.0,1.0,-20.0,0.0,7.0,Starter
30497,2022-03,20452732,SalesHub,1,31,881.28,late_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,0,2,0.0,0.0,2.0,0.0,1.0,-881.28,0.0,8.0,Professional
30498,2022-03,20454881,SalesHub,24,8,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,0.0,0.0,2.0,1.0,1.0,-50.0,0.0,5.0,Starter
30499,2022-03,20454942,SalesHub,24,8,75.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,0.0,3.0,2.0,1.0,1.0,-75.0,1.0,8.0,Starter
30500,2022-03,20458434,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,0,0.0,0.0,0.0,1.0,1.0,-50.0,0.0,6.0,Starter
30501,2022-03,20459612,SalesHub,25,7,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,3,1.0,1.0,5.0,0.0,1.0,-50.0,2.0,3.0,Professional
30502,2022-03,20483803,SalesHub,23,9,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,2,0.0,0.0,4.0,1.0,1.0,-50.0,1.0,8.0,Starter
30503,2022-03,20498485,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,0.0,0.0,5.0,1.0,1.0,-50.0,0.0,7.0,Starter
30504,2022-03,20500440,SalesHub,25,7,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,3,0.0,0.0,3.0,0.0,1.0,-50.0,2.0,3.0,Professional
30505,2022-03,20520505,SalesHub,30,2,20.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,1,0.0,0.0,2.0,1.0,1.0,-20.0,0.0,7.0,Starter
30506,2022-03,20523271,SalesHub,31,1,20.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,0,0.0,0.0,2.0,1.0,1.0,-20.0,1.0,1.0,Starter
30507,2022-03,20530493,SalesHub,31,1,20.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,1.0,0,1,0.0,0.0,3.0,1.0,1.0,-20.0,0.0,7.0,Starter
30508,2022-03,20544757,SalesHub,31,1,20.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,1,0.0,0.0,3.0,1.0,1.0,-20.0,0.0,7.0,Starter
30509,2022-03,20548717,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,2,0.0,0.0,18.0,1.0,1.0,-50.0,2.0,7.0,Starter
30510,2022-03,20575935,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,1,0.0,0.0,3.0,1.0,1.0,-50.0,0.0,4.0,Starter
30511,2022-03,20592544,SalesHub,31,1,125.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,2,0.0,0.0,2.0,1.0,1.0,-125.0,2.0,7.0,Starter
30512,2022-03,20619514,SalesHub,31,1,500.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,0,1,0.0,0.0,3.0,1.0,1.0,-500.0,1.0,6.0,Professional
30513,2022-03,20636999,SalesHub,31,1,345.32,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,0,4,0.0,0.0,15.0,1.0,1.0,-345.32,4.0,4.0,Professional
30514,2022-03,20655780,SalesHub,31,1,30.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,0,3,0.0,0.0,2.0,1.0,1.0,-30.0,0.0,6.0,Starter
30515,2022-03,20685409,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,1,0.0,0.0,2.0,1.0,1.0,-50.0,0.0,6.0,Starter
30516,2022-03,20688745,SalesHub,22,10,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,0,0,0.0,0.0,4.0,0.0,1.0,-50.0,1.0,2.0,Professional
30517,2022-03,20719247,SalesHub,25,7,50.0,early_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,1.0,0,1,0.0,0.0,2.0,1.0,1.0,-50.0,0.0,6.0,Starter
